96	1.2
0.000000	0.000000	0.000000
receptor.pdb	-44.557	-66.901	47.042
ligand.pdb	-24.803	-71.730	39.702
2.617994	0.080730	-2.622036	80	5	6	949.739
2.356194	1.325504	-1.671296	1	10	82	934.760
0.000000	2.251330	-2.330739	1	11	81	916.268
2.094395	1.617114	-1.572037	1	11	82	888.791
-0.523599	2.349581	-2.702517	2	12	81	880.902
-1.832596	2.108018	1.311430	90	14	11	856.439
0.523599	2.299159	2.264663	3	12	82	843.669
-0.523599	0.618092	2.539118	84	10	6	842.075
-0.785398	2.041297	-2.664597	2	6	78	836.465
-2.356194	1.374601	-2.456031	89	1	77	830.115
0.000000	2.041297	-2.664597	93	11	79	823.717
0.785398	2.174483	2.653697	2	12	81	820.522
0.000000	1.374601	-2.456031	95	5	77	818.928
-0.261799	0.864993	2.278281	85	11	7	812.127
0.000000	0.297065	2.160177	85	9	8	811.943
0.261799	1.374601	-2.456031	94	6	77	807.404
1.047198	1.014500	0.906702	6	11	82	805.893
-2.617994	1.168678	2.108595	93	11	82	805.037
0.785398	1.569311	-3.003978	89	11	13	804.696
-0.523599	2.041297	-2.664597	0	7	79	801.583
-2.094395	1.809167	1.213774	93	12	13	801.204
-0.261799	2.349581	-2.702517	1	12	80	798.048
1.047198	2.153910	-1.714959	1	18	86	792.816
-1.308997	1.948085	-2.363031	12	8	81	791.361
0.785398	2.396274	-1.959260	85	9	85	790.065
2.617994	0.370812	-2.547742	81	5	8	789.405
2.094395	1.545873	-1.877082	1	10	81	789.376
2.094395	1.325504	-1.671296	2	12	82	788.365
-0.261799	2.251330	-2.330739	3	11	81	787.345
-2.879793	1.721184	-0.153948	86	10	12	787.192
-2.879793	0.899350	-2.069907	4	14	84	786.408
-1.047198	2.073035	2.027405	80	7	2	780.636
0.523599	1.014500	0.906702	90	5	16	778.809
2.094395	1.413347	-1.339188	0	13	84	775.827
0.785398	0.290380	-0.796960	80	4	8	773.977
-0.523599	1.870545	-2.976234	93	8	77	773.086
2.879793	2.455966	-0.641220	86	17	2	772.702
1.308997	1.904882	-1.478089	5	19	87	771.901
1.832596	1.846342	-1.796954	1	8	80	768.497
-1.832596	1.809167	1.213774	91	13	13	768.079
0.000000	2.063651	-2.044600	4	10	81	766.335
-2.617994	1.809167	1.213774	8	11	15	763.285
0.000000	2.579248	-2.364801	4	13	82	762.823
-2.356194	1.977582	0.969896	91	12	13	760.667
2.617994	0.762244	-0.273349	81	4	9	758.813
-1.832596	1.977582	0.969896	90	14	13	758.285
1.570796	2.356369	3.005869	7	16	85	758.140
1.832596	1.335669	0.897240	89	7	13	757.717
2.356194	1.135834	-1.431087	2	12	82	757.599
-0.523599	2.251330	-2.330739	5	10	81	756.614
0.000000	1.948085	-2.363031	0	10	79	756.585
-3.141593	0.419640	2.974122	80	7	5	755.671
-2.617994	1.134796	2.434290	88	9	81	755.608
0.000000	2.349581	-2.702517	93	12	81	754.445
-0.261799	1.870545	-2.976234	92	10	78	753.684
0.000000	1.440580	2.260026	7	9	81	753.497
1.047198	1.242974	-2.977882	87	12	12	753.267
0.523599	2.396274	-1.959260	7	14	83	751.330
1.308997	1.982574	-1.115518	6	20	91	749.670
-2.094395	1.374601	-2.456031	3	6	80	748.808
2.879793	0.960688	-0.577532	80	4	8	748.437
-2.617994	1.506530	1.988858	95	10	80	748.236
0.000000	0.591903	2.010408	85	11	8	747.943
0.000000	2.396274	-1.959260	4	12	83	747.909
-2.879793	1.134796	2.434290	88	10	82	747.522
1.047198	2.180315	-1.357379	8	21	90	746.692
-0.261799	2.579248	-2.364801	4	13	83	746.329
-0.261799	2.041297	-2.664597	1	10	78	746.243
-2.356194	2.587733	0.232235	85	15	11	745.411
-2.094395	2.295480	1.008277	88	14	11	745.245
0.785398	2.478122	2.609777	3	14	83	745.109
-0.785398	1.870545	-2.976234	0	8	77	744.780
0.000000	1.450119	-2.739050	93	5	76	744.509
-0.261799	0.961715	0.014085	86	11	10	743.565
1.570796	1.982574	-1.115518	4	20	91	740.090
-0.785398	1.506530	1.988858	81	8	5	739.806
-3.141593	0.899350	-2.069907	86	6	79	737.369
2.879793	0.992645	-1.723759	3	15	85	736.649
-2.094395	1.658653	-2.409879	95	1	77	736.513
-0.785398	2.164094	-2.991358	0	10	79	736.506
